Token('STRUCT', 'struct', line=1, col=1)
Token('INT_LIT', '3', line=172, col=14)
Token('SEMI', ';', line=172, col=15)
Token('RBRACE', '}', line=173, col=5)
Token('WHILE', 'while', line=175, col=5)
Token('LPAREN', '(', line=175, col=11)
Token('ID', 'y', line=175, col=12)
Token('GT', '>', line=175, col=14)
Token('INT_LIT', '0', line=175, col=16)
Token('AND', '&&', line=175, col=18)
Token('ID', 'x', line=175, col=21)
Token('LT', '<', line=175, col=23)
Token('INT_LIT', '100', line=175, col=25)
Token('RPAREN', ')', line=175, col=28)
Token('LBRACE', '{', line=175, col=30)
Token('ID', 'y', line=176, col=9)
Token('DEC', '--', line=176, col=10)
Token('SEMI', ';', line=176, col=12)
Token('ID', 'x', line=177, col=9)
Token('INC', '++', line=177, col=10)
Token('SEMI', ';', line=177, col=12)
Token('IF', 'if', line=178, col=9)
Token('LPAREN', '(', line=178, col=12)
Token('ID', 'y', line=178, col=13)
Token('MOD', '%', line=178, col=15)
Token('INT_LIT', '2', line=178, col=17)
Token('EQ', '==', line=178, col=19)
Token('INT_LIT', '0', line=178, col=22)
Token('RPAREN', ')', line=178, col=23)
Token('LBRACE', '{', line=178, col=25)
Token('CONTINUE', 'continue', line=179, col=13)
Token('SEMI', ';', line=179, col=21)
Token('RBRACE', '}', line=180, col=9)
Token('IF', 'if', line=181, col=9)
Token('LPAREN', '(', line=181, col=12)
Token('ID', 'x', line=181, col=13)
Token('GT', '>', line=181, col=15)
Token('INT_LIT', '50', line=181, col=17)
Token('RPAREN', ')', line=181, col=19)
Token('LBRACE', '{', line=181, col=21)
Token('BREAK', 'break', line=182, col=13)
Token('SEMI', ';', line=182, col=18)
Token('RBRACE', '}', line=183, col=9)
Token('RBRACE', '}', line=184, col=5)
Token('T_INT', 'int', line=186, col=5)
Token('ID', 'result', line=186, col=9)
Token('ASSIGN', '=', line=186, col=16)
Token('ID', 'factorial', line=186, col=18)
Token('LPAREN', '(', line=186, col=27)
Token('INT_LIT', '5', line=186, col=28)
Token('RPAREN', ')', line=186, col=29)
Token('SEMI', ';', line=186, col=30)
Token('ID', 'Point', line=187, col=5)
Token('ID', 'p', line=187, col=11)
Token('SEMI', ';', line=187, col=12)
Token('ID', 'p', line=188, col=5)
Token('DOT', '.', line=188, col=6)
Token('ID', 'x', line=188, col=7)
Token('ASSIGN', '=', line=188, col=9)
Token('ID', 'result', line=188, col=11)
Token('SEMI', ';', line=188, col=17)
Token('ID', 'p', line=189, col=5)
Token('DOT', '.', line=189, col=6)
Token('ID', 'y', line=189, col=7)
Token('ASSIGN', '=', line=189, col=9)
Token('ID', 'counter', line=189, col=11)
Token('SEMI', ';', line=189, col=18)
Token('ID', 'bool', line=191, col=5)
Token('ID', 'flag', line=191, col=10)
Token('ASSIGN', '=', line=191, col=15)
Token('TRUE', 'true', line=191, col=17)
Token('SEMI', ';', line=191, col=21)
Token('IF', 'if', line=192, col=5)
Token('LPAREN', '(', line=192, col=8)
Token('NOT', '!', line=192, col=9)
Token('ID', 'flag', line=192, col=10)
Token('OR', '||', line=192, col=15)
Token('ID', 'result', line=192, col=18)
Token('EQ', '==', line=192, col=25)
Token('NULL_KW', 'null', line=192, col=28)
Token('RPAREN', ')', line=192, col=32)
Token('LBRACE', '{', line=192, col=34)
Token('RETURN', 'return', line=193, col=9)
Token('INT_LIT', '0', line=193, col=16)
Token('SEMI', ';', line=193, col=17)
Token('RBRACE', '}', line=194, col=5)
Token('T_INT', 'int', line=196, col=5)
Token('ID', 'shifted', line=196, col=9)
Token('ASSIGN', '=', line=196, col=17)
Token('ID', 'x', line=196, col=19)
Token('LSHIFT', '<<', line=196, col=21)
Token('INT_LIT', '2', line=196, col=24)
Token('SEMI', ';', line=196, col=25)
Token('ID', 'shifted', line=197, col=5)
Token('ASSIGN', '=', line=197, col=13)
Token('ID', 'shifted', line=197, col=15)
Token('RSHIFT', '>>', line=197, col=23)
Token('INT_LIT', '1', line=197, col=26)
Token('SEMI', ';', line=197, col=27)
Token('RETURN', 'return', line=199, col=5)
Token('ID', 'result', line=199, col=12)
Token('SEMI', ';', line=199, col=18)
Token('RBRACE', '}', line=200, col=1)
Token('STRUCT', 'struct', line=202, col=1)
Token('ID', 'Point', line=202, col=8)
Token('LBRACE', '{', line=202, col=14)
Token('T_INT', 'int', line=203, col=5)
Token('ID', 'x', line=203, col=9)
Token('SEMI', ';', line=203, col=10)
Token('T_INT', 'int', line=204, col=5)
Token('ID', 'y', line=204, col=9)
Token('SEMI', ';', line=204, col=10)
Token('RBRACE', '}', line=205, col=1)
Token('SEMI', ';', line=205, col=2)
Token('CONST', 'const', line=207, col=1)
Token('T_FLOAT', 'float', line=207, col=7)
Token('ID', 'PI', line=207, col=13)
Token('ASSIGN', '=', line=207, col=16)
Token('FLOAT_LIT', '3.14', line=207, col=18)
Token('SEMI', ';', line=207, col=22)
Token('T_INT', 'int', line=208, col=1)
Token('ID', 'counter', line=208, col=5)
Token('ASSIGN', '=', line=208, col=13)
Token('INT_LIT', '0', line=208, col=15)
Token('SEMI', ';', line=208, col=16)
Token('T_INT', 'int', line=209, col=1)
Token('ID', 'arr', line=209, col=5)
Token('LBRACKET', '[', line=209, col=8)
Token('INT_LIT', '10', line=209, col=9)
Token('RBRACKET', ']', line=209, col=11)
Token('SEMI', ';', line=209, col=12)
Token('T_VOID', 'void', line=211, col=1)
Token('ID', 'swap', line=211, col=6)
Token('LPAREN', '(', line=211, col=10)
Token('T_INT', 'int', line=211, col=11)
Token('ID', 'a', line=211, col=15)
Token('COMMA', ',', line=211, col=16)
Token('T_INT', 'int', line=211, col=18)
Token('ID', 'b', line=211, col=22)
Token('RPAREN', ')', line=211, col=23)
Token('LBRACE', '{', line=211, col=25)
Token('T_INT', 'int', line=212, col=5)
Token('ID', 'temp', line=212, col=9)
Token('ASSIGN', '=', line=212, col=14)
Token('ID', 'a', line=212, col=16)
Token('SEMI', ';', line=212, col=17)
Token('ID', 'a', line=213, col=5)
Token('ASSIGN', '=', line=213, col=7)
Token('ID', 'b', line=213, col=9)
Token('SEMI', ';', line=213, col=10)
Token('ID', 'b', line=214, col=5)
Token('ASSIGN', '=', line=214, col=7)
Token('ID', 'temp', line=214, col=9)
Token('SEMI', ';', line=214, col=13)
Token('RBRACE', '}', line=215, col=1)
Token('T_INT', 'int', line=217, col=1)
Token('ID', 'factorial', line=217, col=5)
Token('LPAREN', '(', line=217, col=14)
Token('T_INT', 'int', line=217, col=15)
Token('ID', 'n', line=217, col=19)
Token('RPAREN', ')', line=217, col=20)
Token('LBRACE', '{', line=217, col=22)
Token('IF', 'if', line=218, col=5)
Token('LPAREN', '(', line=218, col=8)
Token('ID', 'n', line=218, col=9)
Token('LEQ', '<=', line=218, col=11)
Token('INT_LIT', '1', line=218, col=14)
Token('RPAREN', ')', line=218, col=15)
Token('LBRACE', '{', line=218, col=17)
Token('RETURN', 'return', line=219, col=9)
Token('INT_LIT', '1', line=219, col=16)
Token('SEMI', ';', line=219, col=17)
Token('RBRACE', '}', line=220, col=5)
Token('RETURN', 'return', line=221, col=5)
Token('ID', 'n', line=221, col=12)
Token('TIMES', '*', line=221, col=14)
Token('ID', 'factorial', line=221, col=16)
Token('LPAREN', '(', line=221, col=25)
Token('ID', 'n', line=221, col=26)
Token('MINUS', '-', line=221, col=28)
Token('INT_LIT', '1', line=221, col=30)
Token('RPAREN', ')', line=221, col=31)
Token('SEMI', ';', line=221, col=32)
Token('RBRACE', '}', line=222, col=1)
Token('T_INT', 'int', line=224, col=1)
Token('ID', 'main', line=224, col=5)
Token('LPAREN', '(', line=224, col=9)
Token('RPAREN', ')', line=224, col=10)
Token('LBRACE', '{', line=224, col=12)
Token('T_INT', 'int', line=225, col=5)
Token('ID', 'x', line=225, col=9)
Token('ASSIGN', '=', line=225, col=11)
Token('HEX_LIT', '0xFF', line=225, col=13)
Token('SEMI', ';', line=225, col=17)
Token('T_INT', 'int', line=226, col=5)
Token('ID', 'y', line=226, col=9)
Token('ASSIGN', '=', line=226, col=11)
Token('INT_LIT', '42', line=226, col=13)
Token('SEMI', ';', line=226, col=15)
Token('T_FLOAT', 'float', line=227, col=5)
Token('ID', 'z', line=227, col=11)
Token('ASSIGN', '=', line=227, col=13)
Token('FLOAT_LIT', '1.5', line=227, col=15)
Token('SEMI', ';', line=227, col=18)
Token('FOR', 'for', line=229, col=5)
Token('LPAREN', '(', line=229, col=9)
Token('T_INT', 'int', line=229, col=10)
Token('ID', 'i', line=229, col=14)
Token('ASSIGN', '=', line=229, col=16)
Token('INT_LIT', '0', line=229, col=18)
Token('SEMI', ';', line=229, col=19)
Token('ID', 'i', line=229, col=21)
Token('LT', '<', line=229, col=23)
Token('INT_LIT', '10', line=229, col=25)
Token('SEMI', ';', line=229, col=27)
Token('ID', 'i', line=229, col=29)
Token('INC', '++', line=229, col=30)
Token('RPAREN', ')', line=229, col=32)
Token('LBRACE', '{', line=229, col=34)
Token('ID', 'arr', line=230, col=9)
Token('LBRACKET', '[', line=230, col=12)
Token('ID', 'i', line=230, col=13)
Token('RBRACKET', ']', line=230, col=14)
Token('ASSIGN', '=', line=230, col=16)
Token('ID', 'i', line=230, col=18)
Token('TIMES', '*', line=230, col=20)
Token('INT_LIT', '2', line=230, col=22)
Token('SEMI', ';', line=230, col=23)
Token('ID', 'counter', line=231, col=9)
Token('INC', '++', line=231, col=16)
Token('SEMI', ';', line=231, col=18)
Token('RBRACE', '}', line=232, col=5)
Token('IF', 'if', line=234, col=5)
Token('LPAREN', '(', line=234, col=8)
Token('ID', 'x', line=234, col=9)
Token('EQ', '==', line=234, col=11)
Token('ID', 'y', line=234, col=14)
Token('OR', '||', line=234, col=16)
Token('ID', 'x', line=234, col=19)
Token('NEQ', '!=', line=234, col=21)
Token('INT_LIT', '0', line=234, col=24)
Token('RPAREN', ')', line=234, col=25)
Token('LBRACE', '{', line=234, col=27)
Token('ID', 'x', line=235, col=9)
Token('PLUS_ASSIGN', '+=', line=235, col=11)
Token('INT_LIT', '10', line=235, col=14)
Token('SEMI', ';', line=235, col=16)
Token('ID', 'y', line=236, col=9)
Token('MINUS_ASSIGN', '-=', line=236, col=11)
Token('INT_LIT', '5', line=236, col=14)
Token('SEMI', ';', line=236, col=15)
Token('RBRACE', '}', line=237, col=5)
Token('ELSE', 'else', line=237, col=7)
Token('LBRACE', '{', line=237, col=12)
Token('ID', 'x', line=238, col=9)
Token('TIMES_ASSIGN', '*=', line=238, col=11)
Token('INT_LIT', '2', line=238, col=14)
Token('SEMI', ';', line=238, col=15)
Token('ID', 'y', line=239, col=9)
Token('DIV_ASSIGN', '/=', line=239, col=11)
Token('INT_LIT', '3', line=239, col=14)
Token('SEMI', ';', line=239, col=15)
Token('RBRACE', '}', line=240, col=5)
Token('WHILE', 'while', line=242, col=5)
Token('LPAREN', '(', line=242, col=11)
Token('ID', 'y', line=242, col=12)
Token('GT', '>', line=242, col=14)
Token('INT_LIT', '0', line=242, col=16)
Token('AND', '&&', line=242, col=18)
Token('ID', 'x', line=242, col=21)
Token('LT', '<', line=242, col=23)
Token('INT_LIT', '100', line=242, col=25)
Token('RPAREN', ')', line=242, col=28)
Token('LBRACE', '{', line=242, col=30)
Token('ID', 'y', line=243, col=9)
Token('DEC', '--', line=243, col=10)
Token('SEMI', ';', line=243, col=12)
Token('ID', 'x', line=244, col=9)
Token('INC', '++', line=244, col=10)
Token('SEMI', ';', line=244, col=12)
Token('IF', 'if', line=245, col=9)
Token('LPAREN', '(', line=245, col=12)
Token('ID', 'y', line=245, col=13)
Token('MOD', '%', line=245, col=15)
Token('INT_LIT', '2', line=245, col=17)
Token('EQ', '==', line=245, col=19)
Token('INT_LIT', '0', line=245, col=22)
Token('RPAREN', ')', line=245, col=23)
Token('LBRACE', '{', line=245, col=25)
Token('CONTINUE', 'continue', line=246, col=13)
Token('SEMI', ';', line=246, col=21)
Token('RBRACE', '}', line=247, col=9)
Token('IF', 'if', line=248, col=9)
Token('LPAREN', '(', line=248, col=12)
Token('ID', 'x', line=248, col=13)
Token('GT', '>', line=248, col=15)
Token('INT_LIT', '50', line=248, col=17)
Token('RPAREN', ')', line=248, col=19)
Token('LBRACE', '{', line=248, col=21)
Token('BREAK', 'break', line=249, col=13)
Token('SEMI', ';', line=249, col=18)
Token('RBRACE', '}', line=250, col=9)
Token('RBRACE', '}', line=251, col=5)
Token('T_INT', 'int', line=253, col=5)
Token('ID', 'result', line=253, col=9)
Token('ASSIGN', '=', line=253, col=16)
Token('ID', 'factorial', line=253, col=18)
Token('LPAREN', '(', line=253, col=27)
Token('INT_LIT', '5', line=253, col=28)
Token('RPAREN', ')', line=253, col=29)
Token('SEMI', ';', line=253, col=30)
Token('ID', 'Point', line=254, col=5)
Token('ID', 'p', line=254, col=11)
Token('SEMI', ';', line=254, col=12)
Token('ID', 'p', line=255, col=5)
Token('DOT', '.', line=255, col=6)
Token('ID', 'x', line=255, col=7)
Token('ASSIGN', '=', line=255, col=9)
Token('ID', 'result', line=255, col=11)
Token('SEMI', ';', line=255, col=17)
Token('ID', 'p', line=256, col=5)
Token('DOT', '.', line=256, col=6)
Token('ID', 'y', line=256, col=7)
Token('ASSIGN', '=', line=256, col=9)
Token('ID', 'counter', line=256, col=11)
Token('SEMI', ';', line=256, col=18)
Token('ID', 'bool', line=258, col=5)
Token('ID', 'flag', line=258, col=10)
Token('ASSIGN', '=', line=258, col=15)
Token('TRUE', 'true', line=258, col=17)
Token('SEMI', ';', line=258, col=21)
Token('IF', 'if', line=259, col=5)
Token('LPAREN', '(', line=259, col=8)
Token('NOT', '!', line=259, col=9)
Token('ID', 'flag', line=259, col=10)
Token('OR', '||', line=259, col=15)
Token('ID', 'result', line=259, col=18)
Token('EQ', '==', line=259, col=25)
Token('NULL_KW', 'null', line=259, col=28)
Token('RPAREN', ')', line=259, col=32)
Token('LBRACE', '{', line=259, col=34)
Token('RETURN', 'return', line=260, col=9)
Token('INT_LIT', '0', line=260, col=16)
Token('SEMI', ';', line=260, col=17)
Token('RBRACE', '}', line=261, col=5)
Token('T_INT', 'int', line=263, col=5)
Token('ID', 'shifted', line=263, col=9)
Token('ASSIGN', '=', line=263, col=17)
Token('ID', 'x', line=263, col=19)
Token('LSHIFT', '<<', line=263, col=21)
Token('INT_LIT', '2', line=263, col=24)
Token('SEMI', ';', line=263, col=25)
Token('ID', 'shifted', line=264, col=5)
Token('ASSIGN', '=', line=264, col=13)
Token('ID', 'shifted', line=264, col=15)
Token('RSHIFT', '>>', line=264, col=23)
Token('INT_LIT', '1', line=264, col=26)
Token('SEMI', ';', line=264, col=27)
Token('RETURN', 'return', line=266, col=5)
Token('ID', 'result', line=266, col=12)
Token('SEMI', ';', line=266, col=18)
Token('RBRACE', '}', line=267, col=1)
Token('STRUCT', 'struct', line=269, col=1)
Token('ID', 'Point', line=269, col=8)
Token('LBRACE', '{', line=269, col=14)
Token('T_INT', 'int', line=270, col=5)
Token('ID', 'x', line=270, col=9)
Token('SEMI', ';', line=270, col=10)
Token('T_INT', 'int', line=271, col=5)
Token('ID', 'y', line=271, col=9)
Token('SEMI', ';', line=271, col=10)
Token('RBRACE', '}', line=272, col=1)
Token('SEMI', ';', line=272, col=2)
Token('CONST', 'const', line=274, col=1)
Token('T_FLOAT', 'float', line=274, col=7)
Token('ID', 'PI', line=274, col=13)
Token('ASSIGN', '=', line=274, col=16)
Token('FLOAT_LIT', '3.14', line=274, col=18)
Token('SEMI', ';', line=274, col=22)
Token('T_INT', 'int', line=275, col=1)
Token('ID', 'counter', line=275, col=5)
Token('ASSIGN', '=', line=275, col=13)
Token('INT_LIT', '0', line=275, col=15)
Token('SEMI', ';', line=275, col=16)
Token('T_INT', 'int', line=276, col=1)
Token('ID', 'arr', line=276, col=5)
Token('LBRACKET', '[', line=276, col=8)
Token('INT_LIT', '10', line=276, col=9)
Token('RBRACKET', ']', line=276, col=11)
Token('SEMI', ';', line=276, col=12)
Token('T_VOID', 'void', line=278, col=1)
Token('ID', 'swap', line=278, col=6)
Token('LPAREN', '(', line=278, col=10)
Token('T_INT', 'int', line=278, col=11)
Token('ID', 'a', line=278, col=15)
Token('COMMA', ',', line=278, col=16)
Token('T_INT', 'int', line=278, col=18)
Token('ID', 'b', line=278, col=22)
Token('RPAREN', ')', line=278, col=23)
Token('LBRACE', '{', line=278, col=25)
Token('T_INT', 'int', line=279, col=5)
Token('ID', 'temp', line=279, col=9)
Token('ASSIGN', '=', line=279, col=14)
Token('ID', 'a', line=279, col=16)
Token('SEMI', ';', line=279, col=17)
Token('ID', 'a', line=280, col=5)
Token('ASSIGN', '=', line=280, col=7)
Token('ID', 'b', line=280, col=9)
Token('SEMI', ';', line=280, col=10)
Token('ID', 'b', line=281, col=5)
Token('ASSIGN', '=', line=281, col=7)
Token('ID', 'temp', line=281, col=9)
Token('SEMI', ';', line=281, col=13)
Token('RBRACE', '}', line=282, col=1)
Token('T_INT', 'int', line=284, col=1)
Token('ID', 'factorial', line=284, col=5)
Token('LPAREN', '(', line=284, col=14)
Token('T_INT', 'int', line=284, col=15)
Token('ID', 'n', line=284, col=19)
Token('RPAREN', ')', line=284, col=20)
Token('LBRACE', '{', line=284, col=22)
Token('IF', 'if', line=285, col=5)
Token('LPAREN', '(', line=285, col=8)
Token('ID', 'n', line=285, col=9)
Token('LEQ', '<=', line=285, col=11)
Token('INT_LIT', '1', line=285, col=14)
Token('RPAREN', ')', line=285, col=15)
Token('LBRACE', '{', line=285, col=17)
Token('RETURN', 'return', line=286, col=9)
Token('INT_LIT', '1', line=286, col=16)
Token('SEMI', ';', line=286, col=17)
Token('RBRACE', '}', line=287, col=5)
Token('RETURN', 'return', line=288, col=5)
Token('ID', 'n', line=288, col=12)
Token('TIMES', '*', line=288, col=14)
Token('ID', 'factorial', line=288, col=16)
Token('LPAREN', '(', line=288, col=25)
Token('ID', 'n', line=288, col=26)
Token('MINUS', '-', line=288, col=28)
Token('INT_LIT', '1', line=288, col=30)
Token('RPAREN', ')', line=288, col=31)
Token('SEMI', ';', line=288, col=32)
Token('RBRACE', '}', line=289, col=1)
Token('T_INT', 'int', line=291, col=1)
Token('ID', 'main', line=291, col=5)
Token('LPAREN', '(', line=291, col=9)
Token('RPAREN', ')', line=291, col=10)
Token('LBRACE', '{', line=291, col=12)
Token('T_INT', 'int', line=292, col=5)
Token('ID', 'x', line=292, col=9)
Token('ASSIGN', '=', line=292, col=11)
Token('HEX_LIT', '0xFF', line=292, col=13)
Token('SEMI', ';', line=292, col=17)
Token('T_INT', 'int', line=293, col=5)
Token('ID', 'y', line=293, col=9)
Token('ASSIGN', '=', line=293, col=11)
Token('INT_LIT', '42', line=293, col=13)
Token('SEMI', ';', line=293, col=15)
Token('T_FLOAT', 'float', line=294, col=5)
Token('ID', 'z', line=294, col=11)
Token('ASSIGN', '=', line=294, col=13)
Token('FLOAT_LIT', '1.5', line=294, col=15)
Token('SEMI', ';', line=294, col=18)
Token('FOR', 'for', line=296, col=5)
Token('LPAREN', '(', line=296, col=9)
Token('T_INT', 'int', line=296, col=10)
Token('ID', 'i', line=296, col=14)
Token('ASSIGN', '=', line=296, col=16)
Token('INT_LIT', '0', line=296, col=18)
Token('SEMI', ';', line=296, col=19)
Token('ID', 'i', line=296, col=21)
Token('LT', '<', line=296, col=23)
Token('INT_LIT', '10', line=296, col=25)
Token('SEMI', ';', line=296, col=27)
Token('ID', 'i', line=296, col=29)
Token('INC', '++', line=296, col=30)
Token('RPAREN', ')', line=296, col=32)
Token('LBRACE', '{', line=296, col=34)
Token('ID', 'arr', line=297, col=9)
Token('LBRACKET', '[', line=297, col=12)
Token('ID', 'i', line=297, col=13)
Token('RBRACKET', ']', line=297, col=14)
Token('ASSIGN', '=', line=297, col=16)
Token('ID', 'i', line=297, col=18)
Token('TIMES', '*', line=297, col=20)
Token('INT_LIT', '2', line=297, col=22)
Token('SEMI', ';', line=297, col=23)
Token('ID', 'counter', line=298, col=9)
Token('INC', '++', line=298, col=16)
Token('SEMI', ';', line=298, col=18)
Token('RBRACE', '}', line=299, col=5)
Token('IF', 'if', line=301, col=5)
Token('LPAREN', '(', line=301, col=8)
Token('ID', 'x', line=301, col=9)
Token('EQ', '==', line=301, col=11)
Token('ID', 'y', line=301, col=14)
Token('OR', '||', line=301, col=16)
Token('ID', 'x', line=301, col=19)
Token('NEQ', '!=', line=301, col=21)
Token('INT_LIT', '0', line=301, col=24)
Token('RPAREN', ')', line=301, col=25)
Token('LBRACE', '{', line=301, col=27)
Token('ID', 'x', line=302, col=9)
Token('PLUS_ASSIGN', '+=', line=302, col=11)
Token('INT_LIT', '10', line=302, col=14)
Token('SEMI', ';', line=302, col=16)
Token('ID', 'y', line=303, col=9)
Token('MINUS_ASSIGN', '-=', line=303, col=11)
Token('INT_LIT', '5', line=303, col=14)
Token('SEMI', ';', line=303, col=15)
Token('RBRACE', '}', line=304, col=5)
Token('ELSE', 'else', line=304, col=7)
Token('LBRACE', '{', line=304, col=12)
Token('ID', 'x', line=305, col=9)
Token('TIMES_ASSIGN', '*=', line=305, col=11)
Token('INT_LIT', '2', line=305, col=14)
Token('SEMI', ';', line=305, col=15)
